student_id,academic_year,year_outcome,status,status_change_at,programme_year_next,avg_mark,modules_passed,modules_total
4252,1047-48,pass,enrolled,1048-09-01,3.0,49.8,3,3
4254,1047-48,pass,enrolled,1048-09-01,3.0,68.65,4,4
4256,1047-48,fail,repeating,1048-09-01,2.0,47.05,3,4
4258,1047-48,pass,enrolled,1048-09-01,2.0,44.5,1,1
426,1047-48,pass,enrolled,1048-09-01,3.0,77.47,4,4
4260,1047-48,pass,enrolled,1048-09-01,3.0,63.75,4,4
4261,1047-48,fail,repeating,1048-09-01,2.0,46.08,3,4
4267,1047-48,pass,enrolled,1048-09-01,2.0,52.0,1,1
4269,1047-48,pass,enrolled,1048-09-01,3.0,72.92,4,4
4270,1047-48,pass,enrolled,1048-09-01,3.0,65.15,4,4
4271,1047-48,fail,withdrawn,1048-09-01,,50.17,3,4
4276,1047-48,pass,enrolled,1048-09-01,3.0,58.08,4,4
4278,1047-48,pass,enrolled,1048-09-01,2.0,52.8,4,4
4283,1047-48,pass,enrolled,1048-09-01,3.0,60.27,4,4
4284,1047-48,pass,enrolled,1048-09-01,3.0,78.3,4,4
4285,1047-48,pass,enrolled,1048-09-01,3.0,61.2,1,1
4289,1047-48,pass,enrolled,1048-09-01,3.0,65.83,4,4
4297,1047-48,pass,enrolled,1048-09-01,3.0,54.95,4,4
4298,1047-48,pass,enrolled,1048-09-01,3.0,48.5,4,4
4299,1047-48,fail,repeating,1048-09-01,1.0,43.38,2,4
430,1047-48,pass,enrolled,1048-09-01,3.0,62.4,4,4
4300,1047-48,pass,enrolled,1048-09-01,3.0,65.2,4,4
4303,1047-48,pass,enrolled,1048-09-01,2.0,52.85,4,4
4304,1047-48,pass,enrolled,1048-09-01,3.0,63.67,4,4
4306,1047-48,pass,enrolled,1048-09-01,3.0,68.3,3,3
4307,1047-48,pass,enrolled,1048-09-01,3.0,56.65,4,4
4309,1047-48,fail,withdrawn,1048-09-01,,43.02,2,4
4319,1047-48,pass,enrolled,1048-09-01,3.0,64.85,4,4
432,1047-48,pass,enrolled,1048-09-01,3.0,49.57,3,3
4321,1047-48,pass,withdrawn,1048-09-01,,68.35,4,4
4324,1047-48,pass,enrolled,1048-09-01,3.0,72.58,4,4
4326,1047-48,pass,enrolled,1048-09-01,3.0,66.33,4,4
4328,1047-48,pass,enrolled,1048-09-01,3.0,74.0,4,4
433,1047-48,pass,enrolled,1048-09-01,3.0,61.33,4,4
4332,1047-48,pass,enrolled,1048-09-01,3.0,51.02,4,4
4333,1047-48,pass,enrolled,1048-09-01,3.0,74.5,1,1
4340,1047-48,pass,enrolled,1048-09-01,3.0,74.55,4,4
4344,1047-48,pass,enrolled,1048-09-01,3.0,64.53,4,4
4345,1047-48,pass,enrolled,1048-09-01,3.0,51.4,2,2
4347,1047-48,pass,enrolled,1048-09-01,3.0,62.05,4,4
4349,1047-48,pass,enrolled,1048-09-01,3.0,76.53,4,4
435,1047-48,pass,enrolled,1048-09-01,3.0,84.3,1,1
4353,1047-48,pass,enrolled,1048-09-01,3.0,60.6,4,4
4355,1047-48,pass,enrolled,1048-09-01,3.0,60.73,4,4
4357,1047-48,pass,enrolled,1048-09-01,3.0,65.85,4,4
4358,1047-48,pass,enrolled,1048-09-01,2.0,49.38,4,4
4359,1047-48,pass,enrolled,1048-09-01,3.0,53.92,4,4
4361,1047-48,pass,enrolled,1048-09-01,3.0,57.85,4,4
4363,1047-48,fail,repeating,1048-09-01,2.0,48.45,3,4
4366,1047-48,pass,enrolled,1048-09-01,3.0,69.42,4,4
437,1047-48,fail,withdrawn,1048-09-01,,39.55,2,4
4372,1047-48,pass,enrolled,1048-09-01,3.0,64.75,4,4
4378,1047-48,pass,enrolled,1048-09-01,3.0,67.0,1,1
438,1047-48,pass,enrolled,1048-09-01,2.0,43.3,1,1
4380,1047-48,pass,enrolled,1048-09-01,3.0,55.05,4,4
4381,1047-48,pass,enrolled,1048-09-01,2.0,60.83,4,4
4388,1047-48,pass,enrolled,1048-09-01,2.0,65.12,4,4
4390,1047-48,pass,enrolled,1048-09-01,3.0,68.58,4,4
4393,1047-48,pass,enrolled,1048-09-01,3.0,68.22,4,4
4394,1047-48,pass,enrolled,1048-09-01,3.0,58.75,4,4
4398,1047-48,pass,enrolled,1048-09-01,2.0,45.52,4,4
4399,1047-48,pass,enrolled,1048-09-01,3.0,76.0,2,2
4400,1047-48,pass,enrolled,1048-09-01,3.0,69.05,4,4
4402,1047-48,fail,withdrawn,1048-09-01,,48.1,1,2
4403,1047-48,pass,enrolled,1048-09-01,2.0,57.12,4,4
4406,1047-48,pass,enrolled,1048-09-01,3.0,59.2,4,4
441,1047-48,pass,enrolled,1048-09-01,2.0,49.7,2,2
4413,1047-48,pass,withdrawn,1048-09-01,,61.17,4,4
4414,1047-48,fail,withdrawn,1048-09-01,,43.85,3,4
4416,1047-48,pass,enrolled,1048-09-01,3.0,58.55,4,4
4418,1047-48,pass,enrolled,1048-09-01,3.0,66.8,2,2
442,1047-48,pass,enrolled,1048-09-01,3.0,67.7,4,4
4420,1047-48,pass,enrolled,1048-09-01,3.0,68.72,4,4
4425,1047-48,pass,enrolled,1048-09-01,3.0,61.27,4,4
4426,1047-48,fail,repeating,1048-09-01,2.0,47.48,3,4
4427,1047-48,pass,enrolled,1048-09-01,3.0,66.2,4,4
4428,1047-48,pass,enrolled,1048-09-01,3.0,63.48,4,4
4433,1047-48,pass,withdrawn,1048-09-01,,71.53,4,4
4436,1047-48,pass,enrolled,1048-09-01,3.0,82.12,4,4
4437,1047-48,pass,enrolled,1048-09-01,3.0,58.77,4,4
4438,1047-48,pass,enrolled,1048-09-01,3.0,65.43,4,4
4439,1047-48,pass,enrolled,1048-09-01,3.0,51.27,4,4
4440,1047-48,pass,enrolled,1048-09-01,3.0,62.83,3,3
4446,1047-48,pass,enrolled,1048-09-01,3.0,72.5,4,4
4447,1047-48,pass,enrolled,1048-09-01,2.0,67.55,2,2
4449,1047-48,pass,enrolled,1048-09-01,3.0,58.12,4,4
4452,1047-48,pass,enrolled,1048-09-01,3.0,57.9,4,4
4454,1047-48,pass,enrolled,1048-09-01,3.0,57.57,3,3
4455,1047-48,fail,repeating,1048-09-01,2.0,45.52,3,4
4456,1047-48,pass,enrolled,1048-09-01,3.0,50.77,4,4
4457,1047-48,pass,enrolled,1048-09-01,3.0,53.5,1,1
4461,1047-48,pass,enrolled,1048-09-01,3.0,70.8,4,4
4462,1047-48,pass,enrolled,1048-09-01,3.0,64.77,3,3
4465,1047-48,pass,enrolled,1048-09-01,3.0,54.0,4,4
4466,1047-48,pass,enrolled,1048-09-01,3.0,44.35,4,4
4468,1047-48,pass,enrolled,1048-09-01,2.0,47.8,4,4
447,1047-48,pass,enrolled,1048-09-01,3.0,61.8,4,4
4471,1047-48,pass,enrolled,1048-09-01,3.0,70.55,4,4
4478,1047-48,fail,repeating,1048-09-01,2.0,40.58,2,4
4479,1047-48,pass,enrolled,1048-09-01,3.0,75.58,4,4
4480,1047-48,pass,enrolled,1048-09-01,3.0,59.17,4,4
4481,1047-48,pass,enrolled,1048-09-01,3.0,71.72,4,4
4482,1047-48,pass,enrolled,1048-09-01,2.0,47.68,4,4
4483,1047-48,pass,enrolled,1048-09-01,3.0,71.7,1,1
4486,1047-48,pass,enrolled,1048-09-01,2.0,53.5,2,2
4488,1047-48,pass,enrolled,1048-09-01,3.0,59.95,4,4
4489,1047-48,pass,enrolled,1048-09-01,2.0,47.95,2,2
4493,1047-48,pass,enrolled,1048-09-01,3.0,64.0,1,1
4494,1047-48,fail,repeating,1048-09-01,2.0,55.73,3,4
4498,1047-48,pass,enrolled,1048-09-01,3.0,65.9,4,4
45,1047-48,pass,enrolled,1048-09-01,3.0,60.95,4,4
4500,1047-48,pass,enrolled,1048-09-01,3.0,65.17,4,4
4503,1047-48,pass,enrolled,1048-09-01,3.0,77.2,4,4
4504,1047-48,fail,repeating,1048-09-01,1.0,42.85,1,2
4505,1047-48,pass,enrolled,1048-09-01,3.0,50.25,4,4
4511,1047-48,pass,enrolled,1048-09-01,3.0,73.53,4,4
4513,1047-48,pass,enrolled,1048-09-01,3.0,55.65,4,4
4516,1047-48,pass,enrolled,1048-09-01,3.0,70.5,4,4
4517,1047-48,pass,enrolled,1048-09-01,3.0,80.67,4,4
4518,1047-48,pass,enrolled,1048-09-01,3.0,54.5,4,4
452,1047-48,pass,enrolled,1048-09-01,3.0,59.48,4,4
4525,1047-48,pass,enrolled,1048-09-01,3.0,58.08,4,4
4528,1047-48,fail,repeating,1048-09-01,1.0,48.53,3,4
453,1047-48,pass,enrolled,1048-09-01,3.0,63.45,4,4
4534,1047-48,pass,enrolled,1048-09-01,3.0,75.47,4,4
4535,1047-48,pass,enrolled,1048-09-01,3.0,78.05,4,4
4536,1047-48,pass,enrolled,1048-09-01,3.0,52.85,4,4
4537,1047-48,pass,enrolled,1048-09-01,3.0,54.08,4,4
4538,1047-48,pass,enrolled,1048-09-01,3.0,58.48,4,4
4539,1047-48,pass,enrolled,1048-09-01,3.0,69.47,4,4
454,1047-48,pass,enrolled,1048-09-01,3.0,45.62,4,4
4540,1047-48,pass,enrolled,1048-09-01,3.0,67.62,4,4
4541,1047-48,pass,enrolled,1048-09-01,3.0,65.03,4,4
4546,1047-48,pass,enrolled,1048-09-01,3.0,67.55,4,4
4550,1047-48,fail,repeating,1048-09-01,2.0,43.38,3,4
4552,1047-48,pass,enrolled,1048-09-01,3.0,61.2,4,4
4553,1047-48,pass,enrolled,1048-09-01,3.0,65.05,4,4
4556,1047-48,fail,repeating,1048-09-01,2.0,44.1,3,4
456,1047-48,pass,enrolled,1048-09-01,3.0,56.5,4,4
4560,1047-48,pass,enrolled,1048-09-01,3.0,71.93,3,3
4561,1047-48,pass,enrolled,1048-09-01,2.0,70.0,4,4
4562,1047-48,pass,enrolled,1048-09-01,3.0,70.25,4,4
4563,1047-48,pass,enrolled,1048-09-01,3.0,55.9,4,4
4568,1047-48,pass,enrolled,1048-09-01,3.0,49.38,4,4
457,1047-48,pass,enrolled,1048-09-01,3.0,63.65,4,4
4570,1047-48,pass,enrolled,1048-09-01,3.0,72.97,4,4
4579,1047-48,pass,enrolled,1048-09-01,2.0,53.58,4,4
4581,1047-48,fail,repeating,1048-09-01,2.0,42.03,3,4
4582,1047-48,pass,enrolled,1048-09-01,3.0,67.92,4,4
4584,1047-48,pass,enrolled,1048-09-01,2.0,51.58,4,4
4585,1047-48,fail,repeating,1048-09-01,2.0,38.45,1,4
4591,1047-48,pass,withdrawn,1048-09-01,,75.1,4,4
4593,1047-48,pass,enrolled,1048-09-01,3.0,41.9,1,1
4596,1047-48,pass,enrolled,1048-09-01,3.0,58.7,4,4
4598,1047-48,pass,enrolled,1048-09-01,3.0,58.73,4,4
4599,1047-48,pass,enrolled,1048-09-01,3.0,58.38,4,4
46,1047-48,pass,enrolled,1048-09-01,3.0,66.75,4,4
4600,1047-48,pass,withdrawn,1048-09-01,,56.73,3,3
4601,1047-48,pass,enrolled,1048-09-01,2.0,59.7,4,4
4602,1047-48,pass,enrolled,1048-09-01,3.0,53.33,4,4
4603,1047-48,pass,enrolled,1048-09-01,2.0,45.9,4,4
4605,1047-48,pass,enrolled,1048-09-01,3.0,68.1,4,4
4606,1047-48,pass,enrolled,1048-09-01,2.0,51.6,4,4
4607,1047-48,pass,enrolled,1048-09-01,3.0,53.48,4,4
461,1047-48,fail,withdrawn,1048-09-01,,48.62,2,4
4611,1047-48,pass,enrolled,1048-09-01,3.0,61.45,2,2
4614,1047-48,pass,withdrawn,1048-09-01,,62.35,4,4
4617,1047-48,pass,enrolled,1048-09-01,2.0,60.27,3,3
4618,1047-48,pass,enrolled,1048-09-01,3.0,72.45,4,4
4619,1047-48,pass,enrolled,1048-09-01,3.0,64.0,1,1
462,1047-48,pass,enrolled,1048-09-01,3.0,65.65,4,4
4620,1047-48,pass,enrolled,1048-09-01,3.0,68.05,4,4
4621,1047-48,fail,withdrawn,1048-09-01,,43.23,2,4
4623,1047-48,pass,enrolled,1048-09-01,3.0,65.22,4,4
4627,1047-48,pass,enrolled,1048-09-01,3.0,71.9,1,1
4628,1047-48,fail,repeating,1048-09-01,2.0,58.17,3,4
4629,1047-48,pass,enrolled,1048-09-01,3.0,66.1,1,1
463,1047-48,pass,enrolled,1048-09-01,3.0,53.05,4,4
4635,1047-48,pass,enrolled,1048-09-01,3.0,76.3,4,4
4636,1047-48,pass,enrolled,1048-09-01,3.0,67.8,1,1
4637,1047-48,pass,enrolled,1048-09-01,3.0,73.17,4,4
464,1047-48,fail,repeating,1048-09-01,2.0,55.52,3,4
4640,1047-48,pass,enrolled,1048-09-01,3.0,68.8,2,2
4643,1047-48,pass,enrolled,1048-09-01,3.0,63.45,4,4
4645,1047-48,pass,enrolled,1048-09-01,3.0,63.75,4,4
4646,1047-48,pass,enrolled,1048-09-01,3.0,75.17,4,4
4647,1047-48,pass,enrolled,1048-09-01,3.0,52.67,4,4
4649,1047-48,pass,enrolled,1048-09-01,3.0,67.3,4,4
4650,1047-48,pass,enrolled,1048-09-01,3.0,64.58,4,4
4651,1047-48,pass,enrolled,1048-09-01,3.0,75.25,4,4
4653,1047-48,pass,enrolled,1048-09-01,3.0,49.8,1,1
4655,1047-48,pass,enrolled,1048-09-01,3.0,64.72,4,4
4657,1047-48,pass,enrolled,1048-09-01,3.0,53.35,4,4
4658,1047-48,pass,enrolled,1048-09-01,3.0,50.73,4,4
466,1047-48,pass,enrolled,1048-09-01,3.0,60.3,4,4
4660,1047-48,pass,enrolled,1048-09-01,3.0,57.6,4,4
4661,1047-48,pass,enrolled,1048-09-01,3.0,59.83,4,4
4662,1047-48,pass,enrolled,1048-09-01,3.0,76.9,4,4
4663,1047-48,pass,enrolled,1048-09-01,3.0,56.15,4,4
4666,1047-48,pass,enrolled,1048-09-01,3.0,63.6,2,2
4667,1047-48,pass,enrolled,1048-09-01,3.0,64.0,4,4
4668,1047-48,pass,withdrawn,1048-09-01,,51.33,4,4
4669,1047-48,pass,enrolled,1048-09-01,3.0,53.95,4,4
467,1047-48,fail,repeating,1048-09-01,1.0,43.0,2,3
4670,1047-48,pass,enrolled,1048-09-01,3.0,63.2,1,1
4676,1047-48,pass,enrolled,1048-09-01,3.0,70.85,4,4
4677,1047-48,pass,enrolled,1048-09-01,3.0,69.28,4,4
4679,1047-48,pass,enrolled,1048-09-01,3.0,69.95,4,4
4680,1047-48,pass,enrolled,1048-09-01,3.0,58.83,4,4
4685,1047-48,pass,enrolled,1048-09-01,3.0,59.3,4,4
469,1047-48,pass,enrolled,1048-09-01,2.0,51.0,1,1
4690,1047-48,pass,enrolled,1048-09-01,3.0,73.43,4,4
4694,1047-48,pass,enrolled,1048-09-01,3.0,56.27,4,4
4697,1047-48,fail,repeating,1048-09-01,2.0,49.25,3,4
4698,1047-48,pass,enrolled,1048-09-01,3.0,87.6,1,1
470,1047-48,pass,enrolled,1048-09-01,3.0,60.58,4,4
4701,1047-48,pass,enrolled,1048-09-01,3.0,69.33,4,4
4703,1047-48,pass,enrolled,1048-09-01,3.0,64.83,4,4
4704,1047-48,pass,enrolled,1048-09-01,3.0,67.7,4,4
4709,1047-48,pass,enrolled,1048-09-01,3.0,72.27,3,3
4710,1047-48,pass,enrolled,1048-09-01,3.0,66.7,4,4
4711,1047-48,pass,enrolled,1048-09-01,3.0,57.17,4,4
4715,1047-48,pass,enrolled,1048-09-01,3.0,63.1,1,1
4717,1047-48,pass,enrolled,1048-09-01,3.0,59.33,4,4
4719,1047-48,pass,enrolled,1048-09-01,2.0,48.45,2,2
4722,1047-48,pass,enrolled,1048-09-01,3.0,78.5,4,4
4723,1047-48,pass,enrolled,1048-09-01,3.0,49.98,4,4
4726,1047-48,fail,repeating,1048-09-01,1.0,36.77,0,3
4727,1047-48,pass,enrolled,1048-09-01,3.0,66.6,1,1
4728,1047-48,pass,enrolled,1048-09-01,3.0,64.25,4,4
473,1047-48,pass,enrolled,1048-09-01,2.0,47.37,3,3
4730,1047-48,pass,enrolled,1048-09-01,3.0,53.4,4,4
4731,1047-48,pass,enrolled,1048-09-01,2.0,47.62,4,4
4733,1047-48,fail,repeating,1048-09-01,1.0,47.42,3,4
4735,1047-48,pass,enrolled,1048-09-01,3.0,59.1,2,2
4736,1047-48,pass,enrolled,1048-09-01,3.0,54.33,4,4
4738,1047-48,pass,enrolled,1048-09-01,3.0,63.3,2,2
4739,1047-48,pass,enrolled,1048-09-01,3.0,49.0,1,1
474,1047-48,pass,enrolled,1048-09-01,3.0,68.0,4,4
4740,1047-48,pass,enrolled,1048-09-01,3.0,74.72,4,4
4741,1047-48,pass,enrolled,1048-09-01,3.0,59.3,1,1
4742,1047-48,pass,enrolled,1048-09-01,2.0,56.42,4,4
4747,1047-48,pass,enrolled,1048-09-01,3.0,80.53,4,4
4749,1047-48,pass,enrolled,1048-09-01,3.0,62.6,4,4
475,1047-48,pass,enrolled,1048-09-01,3.0,52.1,4,4
4752,1047-48,pass,enrolled,1048-09-01,3.0,56.58,4,4
4755,1047-48,pass,enrolled,1048-09-01,3.0,66.35,4,4
4757,1047-48,pass,enrolled,1048-09-01,2.0,69.95,4,4
4759,1047-48,fail,repeating,1048-09-01,2.0,46.5,3,4
4761,1047-48,pass,enrolled,1048-09-01,3.0,61.7,4,4
4767,1047-48,pass,enrolled,1048-09-01,3.0,53.62,4,4
4768,1047-48,pass,enrolled,1048-09-01,3.0,68.78,4,4
4769,1047-48,pass,enrolled,1048-09-01,2.0,61.23,4,4
477,1047-48,pass,enrolled,1048-09-01,2.0,54.12,4,4
4770,1047-48,pass,enrolled,1048-09-01,3.0,72.1,4,4
4771,1047-48,pass,enrolled,1048-09-01,3.0,65.67,4,4
4773,1047-48,fail,repeating,1048-09-01,2.0,59.17,3,4
4779,1047-48,pass,enrolled,1048-09-01,3.0,55.73,4,4
478,1047-48,pass,enrolled,1048-09-01,3.0,60.23,4,4
4780,1047-48,pass,enrolled,1048-09-01,3.0,78.03,3,3
4785,1047-48,pass,enrolled,1048-09-01,3.0,65.83,4,4
4788,1047-48,fail,repeating,1048-09-01,2.0,65.08,3,4
4789,1047-48,pass,enrolled,1048-09-01,3.0,66.67,4,4
4790,1047-48,fail,repeating,1048-09-01,1.0,27.27,0,4
4792,1047-48,pass,enrolled,1048-09-01,3.0,58.52,4,4
4793,1047-48,fail,repeating,1048-09-01,2.0,33.8,0,2
4794,1047-48,fail,withdrawn,1048-09-01,,45.6,1,2
4796,1047-48,pass,enrolled,1048-09-01,3.0,51.8,4,4
4797,1047-48,pass,enrolled,1048-09-01,3.0,68.62,4,4
4798,1047-48,fail,withdrawn,1048-09-01,,34.6,0,1
4799,1047-48,pass,enrolled,1048-09-01,3.0,64.4,1,1
48,1047-48,pass,enrolled,1048-09-01,3.0,72.05,4,4
4800,1047-48,pass,enrolled,1048-09-01,3.0,69.47,4,4
4804,1047-48,pass,enrolled,1048-09-01,3.0,52.88,4,4
4805,1047-48,pass,enrolled,1048-09-01,3.0,75.3,4,4
4806,1047-48,pass,enrolled,1048-09-01,3.0,49.25,2,2
4807,1047-48,pass,enrolled,1048-09-01,3.0,65.0,1,1
4808,1047-48,pass,enrolled,1048-09-01,3.0,60.1,1,1
4810,1047-48,fail,withdrawn,1048-09-01,,48.58,3,4
4811,1047-48,pass,enrolled,1048-09-01,3.0,71.95,4,4
4812,1047-48,pass,enrolled,1048-09-01,3.0,55.3,4,4
4818,1047-48,pass,enrolled,1048-09-01,3.0,54.5,4,4
482,1047-48,pass,enrolled,1048-09-01,3.0,51.9,4,4
4829,1047-48,pass,enrolled,1048-09-01,3.0,63.7,1,1
483,1047-48,pass,enrolled,1048-09-01,3.0,57.9,4,4
4831,1047-48,pass,enrolled,1048-09-01,3.0,70.62,4,4
4834,1047-48,pass,enrolled,1048-09-01,3.0,63.42,4,4
4835,1047-48,fail,repeating,1048-09-01,2.0,52.27,3,4
4836,1047-48,pass,enrolled,1048-09-01,3.0,48.88,4,4
4837,1047-48,pass,enrolled,1048-09-01,3.0,75.0,1,1
4846,1047-48,fail,repeating,1048-09-01,2.0,45.4,3,4
4847,1047-48,pass,enrolled,1048-09-01,3.0,66.8,1,1
485,1047-48,pass,enrolled,1048-09-01,3.0,56.5,3,3
4850,1047-48,pass,enrolled,1048-09-01,3.0,46.4,2,2
4852,1047-48,pass,enrolled,1048-09-01,3.0,63.9,4,4
4853,1047-48,pass,enrolled,1048-09-01,2.0,56.6,3,3
4856,1047-48,fail,repeating,1048-09-01,2.0,48.45,3,4
4857,1047-48,pass,enrolled,1048-09-01,3.0,60.15,4,4
486,1047-48,pass,enrolled,1048-09-01,3.0,63.5,1,1
4861,1047-48,pass,enrolled,1048-09-01,3.0,67.45,4,4
4863,1047-48,pass,enrolled,1048-09-01,3.0,63.55,4,4
4865,1047-48,pass,enrolled,1048-09-01,3.0,58.8,4,4
4866,1047-48,pass,enrolled,1048-09-01,3.0,55.0,1,1
4868,1047-48,pass,enrolled,1048-09-01,3.0,68.92,4,4
4869,1047-48,pass,enrolled,1048-09-01,3.0,64.38,4,4
487,1047-48,pass,enrolled,1048-09-01,3.0,77.15,4,4
4872,1047-48,pass,enrolled,1048-09-01,3.0,71.65,4,4
4874,1047-48,pass,enrolled,1048-09-01,3.0,43.7,1,1
4876,1047-48,pass,enrolled,1048-09-01,3.0,52.9,1,1
4877,1047-48,fail,withdrawn,1048-09-01,,58.48,3,4
488,1047-48,pass,enrolled,1048-09-01,3.0,67.97,4,4
4880,1047-48,pass,withdrawn,1048-09-01,,69.05,4,4
4881,1047-48,pass,enrolled,1048-09-01,3.0,72.57,3,3
4885,1047-48,pass,enrolled,1048-09-01,3.0,59.98,4,4
4890,1047-48,pass,enrolled,1048-09-01,2.0,50.4,4,4
4891,1047-48,pass,enrolled,1048-09-01,3.0,67.83,4,4
4893,1047-48,pass,enrolled,1048-09-01,3.0,59.1,4,4
4896,1047-48,fail,repeating,1048-09-01,2.0,45.55,2,4
49,1047-48,pass,enrolled,1048-09-01,3.0,62.67,4,4
490,1047-48,pass,enrolled,1048-09-01,3.0,72.3,2,2
4905,1047-48,pass,enrolled,1048-09-01,3.0,72.65,2,2
491,1047-48,pass,enrolled,1048-09-01,3.0,71.67,4,4
4910,1047-48,pass,enrolled,1048-09-01,3.0,56.48,4,4
4912,1047-48,pass,enrolled,1048-09-01,3.0,56.7,1,1
4913,1047-48,pass,enrolled,1048-09-01,3.0,66.42,4,4
4914,1047-48,pass,enrolled,1048-09-01,3.0,62.7,4,4
4920,1047-48,pass,enrolled,1048-09-01,3.0,66.1,4,4
4921,1047-48,pass,enrolled,1048-09-01,3.0,48.12,4,4
4924,1047-48,pass,enrolled,1048-09-01,3.0,62.05,4,4
4927,1047-48,pass,enrolled,1048-09-01,3.0,66.65,4,4
4928,1047-48,pass,enrolled,1048-09-01,3.0,68.97,4,4
4933,1047-48,fail,repeating,1048-09-01,2.0,37.9,0,1
4934,1047-48,fail,repeating,1048-09-01,2.0,49.03,3,4
4939,1047-48,pass,enrolled,1048-09-01,3.0,75.7,3,3
4940,1047-48,pass,enrolled,1048-09-01,2.0,57.5,1,1
4942,1047-48,pass,enrolled,1048-09-01,3.0,71.0,2,2
4944,1047-48,pass,enrolled,1048-09-01,3.0,71.43,4,4
4949,1047-48,fail,withdrawn,1048-09-01,,46.2,3,4
495,1047-48,pass,enrolled,1048-09-01,3.0,54.6,1,1
4951,1047-48,pass,enrolled,1048-09-01,3.0,58.35,4,4
4952,1047-48,fail,repeating,1048-09-01,2.0,40.27,1,4
4954,1047-48,pass,enrolled,1048-09-01,3.0,58.7,4,4
4955,1047-48,pass,enrolled,1048-09-01,3.0,59.05,4,4
4960,1047-48,fail,repeating,1048-09-01,1.0,45.83,3,4
4961,1047-48,pass,enrolled,1048-09-01,3.0,57.25,2,2
4965,1047-48,pass,enrolled,1048-09-01,3.0,69.72,4,4
4968,1047-48,fail,repeating,1048-09-01,2.0,46.05,3,4
497,1047-48,pass,enrolled,1048-09-01,3.0,76.43,4,4
4970,1047-48,pass,enrolled,1048-09-01,3.0,69.5,4,4
4971,1047-48,pass,enrolled,1048-09-01,3.0,66.53,4,4
4972,1047-48,pass,enrolled,1048-09-01,3.0,64.3,4,4
4975,1047-48,fail,repeating,1048-09-01,2.0,46.38,3,4
4977,1047-48,pass,enrolled,1048-09-01,2.0,57.47,3,3
498,1047-48,pass,enrolled,1048-09-01,3.0,55.4,4,4
4983,1047-48,pass,enrolled,1048-09-01,2.0,48.8,1,1
4984,1047-48,fail,repeating,1048-09-01,2.0,48.4,2,4
4988,1047-48,pass,enrolled,1048-09-01,3.0,66.05,4,4
4989,1047-48,fail,withdrawn,1048-09-01,,46.9,3,4
499,1047-48,pass,enrolled,1048-09-01,3.0,82.25,4,4
4990,1047-48,pass,enrolled,1048-09-01,3.0,76.55,4,4
4995,1047-48,pass,enrolled,1048-09-01,3.0,59.25,4,4
4996,1047-48,fail,repeating,1048-09-01,2.0,45.3,3,4
4998,1047-48,pass,withdrawn,1048-09-01,,58.8,4,4
50,1047-48,pass,enrolled,1048-09-01,3.0,75.6,1,1
5000,1047-48,pass,enrolled,1048-09-01,2.0,78.42,4,4
5001,1047-48,pass,enrolled,1048-09-01,2.0,59.55,4,4
5002,1047-48,pass,enrolled,1048-09-01,2.0,50.55,2,2
5003,1047-48,pass,enrolled,1048-09-01,2.0,48.3,2,2
5004,1047-48,fail,repeating,1048-09-01,1.0,28.1,0,2
5005,1047-48,pass,enrolled,1048-09-01,2.0,56.03,4,4
5006,1047-48,fail,withdrawn,1048-09-01,,61.9,3,4
5007,1047-48,pass,enrolled,1048-09-01,2.0,66.7,4,4
5008,1047-48,pass,enrolled,1048-09-01,2.0,54.2,4,4
5009,1047-48,fail,withdrawn,1048-09-01,,38.0,0,1
5010,1047-48,pass,enrolled,1048-09-01,2.0,79.57,3,3
5011,1047-48,pass,enrolled,1048-09-01,2.0,69.8,2,2
5012,1047-48,pass,enrolled,1048-09-01,2.0,63.05,4,4
5013,1047-48,pass,withdrawn,1048-09-01,,83.9,1,1
5014,1047-48,pass,enrolled,1048-09-01,2.0,69.0,4,4
5015,1047-48,pass,enrolled,1048-09-01,2.0,70.65,4,4
5016,1047-48,pass,enrolled,1048-09-01,2.0,63.05,2,2
5017,1047-48,pass,enrolled,1048-09-01,2.0,77.65,4,4
5018,1047-48,pass,enrolled,1048-09-01,2.0,46.3,2,2
5019,1047-48,pass,enrolled,1048-09-01,2.0,59.58,4,4
5020,1047-48,pass,enrolled,1048-09-01,2.0,49.0,4,4
5021,1047-48,pass,enrolled,1048-09-01,2.0,78.25,4,4
5022,1047-48,pass,enrolled,1048-09-01,2.0,72.12,4,4
5023,1047-48,pass,withdrawn,1048-09-01,,44.9,1,1
5024,1047-48,pass,enrolled,1048-09-01,2.0,64.17,4,4
5025,1047-48,pass,enrolled,1048-09-01,2.0,57.7,1,1
5026,1047-48,pass,enrolled,1048-09-01,2.0,54.67,4,4
5027,1047-48,pass,enrolled,1048-09-01,2.0,58.05,4,4
5028,1047-48,fail,withdrawn,1048-09-01,,51.67,3,4
5029,1047-48,fail,repeating,1048-09-01,1.0,46.33,3,4
503,1047-48,fail,repeating,1048-09-01,2.0,49.55,3,4
5030,1047-48,pass,enrolled,1048-09-01,2.0,53.8,1,1
5031,1047-48,pass,enrolled,1048-09-01,2.0,77.1,4,4
5032,1047-48,pass,enrolled,1048-09-01,2.0,70.9,1,1
5033,1047-48,pass,enrolled,1048-09-01,2.0,88.7,1,1
5034,1047-48,pass,enrolled,1048-09-01,2.0,77.55,2,2
5035,1047-48,pass,enrolled,1048-09-01,2.0,54.27,3,3
5036,1047-48,pass,enrolled,1048-09-01,2.0,89.0,2,2
