student_id,academic_year,programme_year,survey_responded,is_repeat_year,career_clarity,career_confidence,belonging_peers,belonging_programme,academic_self_efficacy,support_satisfaction
8795,1047-48,1,True,False,3.0,3.0,3.0,3.0,3.0,4.0
8796,1047-48,1,True,False,3.0,3.0,3.0,3.0,3.0,4.0
8797,1047-48,1,True,False,3.0,3.0,4.0,4.0,3.0,3.0
8798,1047-48,1,False,False,,,,,,
8799,1047-48,1,True,False,3.0,3.0,3.0,3.0,3.0,3.0
8800,1047-48,1,True,False,4.0,3.0,3.0,4.0,4.0,4.0
8801,1047-48,1,True,False,3.0,4.0,4.0,3.0,4.0,3.0
8802,1047-48,1,True,False,3.0,3.0,3.0,3.0,3.0,3.0
8803,1047-48,1,True,False,3.0,4.0,3.0,3.0,4.0,4.0
8804,1047-48,1,False,False,,,,,,
8805,1047-48,1,True,False,4.0,4.0,3.0,3.0,4.0,3.0
8806,1047-48,1,False,False,,,,,,
8807,1047-48,1,True,False,3.0,3.0,4.0,3.0,3.0,3.0
8808,1047-48,1,True,False,4.0,3.0,3.0,3.0,4.0,4.0
8809,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
8810,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
8811,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
8812,1047-48,1,True,False,4.0,3.0,4.0,3.0,4.0,5.0
8813,1047-48,1,True,False,4.0,3.0,3.0,3.0,3.0,3.0
8814,1047-48,1,True,False,3.0,3.0,4.0,3.0,3.0,3.0
8815,1047-48,1,False,False,,,,,,
8816,1047-48,1,False,False,,,,,,
8817,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
8818,1047-48,1,False,False,,,,,,
8819,1047-48,1,False,False,,,,,,
8820,1047-48,1,True,False,4.0,3.0,4.0,3.0,4.0,4.0
8821,1047-48,1,True,False,3.0,3.0,4.0,3.0,4.0,3.0
8822,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
8823,1047-48,1,True,False,3.0,3.0,4.0,3.0,4.0,4.0
8824,1047-48,1,True,False,4.0,3.0,4.0,3.0,3.0,3.0
8825,1047-48,1,True,False,3.0,3.0,3.0,3.0,3.0,3.0
8826,1047-48,1,True,False,3.0,3.0,4.0,4.0,4.0,3.0
8827,1047-48,1,False,False,,,,,,
8828,1047-48,1,True,False,4.0,4.0,3.0,3.0,3.0,4.0
8829,1047-48,1,True,False,4.0,4.0,3.0,3.0,4.0,3.0
8830,1047-48,1,True,False,3.0,3.0,2.0,4.0,4.0,4.0
8831,1047-48,1,True,False,3.0,4.0,3.0,4.0,4.0,4.0
8832,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
8833,1047-48,1,True,False,3.0,3.0,3.0,3.0,3.0,4.0
8834,1047-48,1,False,False,,,,,,
8835,1047-48,1,True,False,4.0,3.0,3.0,3.0,4.0,3.0
8836,1047-48,1,True,False,3.0,3.0,3.0,4.0,3.0,3.0
8837,1047-48,1,True,False,3.0,3.0,4.0,3.0,3.0,4.0
8838,1047-48,1,False,False,,,,,,
8839,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
8840,1047-48,1,True,False,4.0,3.0,3.0,3.0,4.0,3.0
8841,1047-48,1,True,False,3.0,3.0,3.0,4.0,3.0,4.0
8842,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
8843,1047-48,1,True,False,3.0,4.0,3.0,3.0,4.0,4.0
8844,1047-48,1,True,False,3.0,3.0,4.0,3.0,3.0,3.0
8845,1047-48,1,True,False,3.0,3.0,4.0,3.0,4.0,4.0
8846,1047-48,1,True,False,3.0,3.0,3.0,4.0,4.0,3.0
8847,1047-48,1,False,False,,,,,,
8848,1047-48,1,False,False,,,,,,
8849,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
8850,1047-48,1,True,False,3.0,3.0,3.0,3.0,3.0,4.0
8851,1047-48,1,True,False,4.0,3.0,3.0,3.0,4.0,3.0
8852,1047-48,1,True,False,3.0,3.0,4.0,3.0,4.0,3.0
8853,1047-48,1,True,False,3.0,3.0,4.0,4.0,3.0,4.0
8854,1047-48,1,True,False,3.0,3.0,4.0,3.0,3.0,4.0
8855,1047-48,1,True,False,4.0,3.0,4.0,3.0,3.0,4.0
8856,1047-48,1,True,False,3.0,3.0,3.0,4.0,4.0,3.0
8857,1047-48,1,True,False,3.0,3.0,3.0,4.0,3.0,3.0
8858,1047-48,1,True,False,4.0,3.0,3.0,3.0,4.0,4.0
8859,1047-48,1,True,False,4.0,3.0,4.0,4.0,3.0,3.0
8860,1047-48,1,True,False,4.0,3.0,3.0,3.0,4.0,4.0
8861,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
8862,1047-48,1,True,False,3.0,3.0,3.0,3.0,3.0,4.0
8863,1047-48,1,False,False,,,,,,
8864,1047-48,1,True,False,3.0,3.0,3.0,4.0,3.0,4.0
8865,1047-48,1,True,False,4.0,3.0,3.0,3.0,3.0,4.0
8866,1047-48,1,True,False,3.0,3.0,4.0,3.0,4.0,4.0
8867,1047-48,1,True,False,3.0,3.0,4.0,3.0,4.0,3.0
8868,1047-48,1,True,False,3.0,3.0,3.0,4.0,3.0,4.0
8869,1047-48,1,True,False,3.0,3.0,4.0,3.0,4.0,4.0
8870,1047-48,1,True,False,3.0,3.0,4.0,4.0,3.0,3.0
8871,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
8872,1047-48,1,True,False,3.0,3.0,4.0,3.0,3.0,3.0
8873,1047-48,1,False,False,,,,,,
8874,1047-48,1,True,False,3.0,3.0,3.0,3.0,3.0,3.0
8875,1047-48,1,True,False,4.0,3.0,3.0,4.0,4.0,4.0
8876,1047-48,1,True,False,3.0,3.0,3.0,4.0,3.0,4.0
8877,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
8878,1047-48,1,False,False,,,,,,
8879,1047-48,1,True,False,4.0,3.0,4.0,4.0,4.0,3.0
8880,1047-48,1,True,False,4.0,4.0,4.0,3.0,4.0,4.0
8881,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
8882,1047-48,1,True,False,3.0,3.0,4.0,4.0,3.0,4.0
8883,1047-48,1,True,False,4.0,4.0,3.0,3.0,3.0,3.0
8884,1047-48,1,True,False,3.0,3.0,3.0,3.0,3.0,3.0
8885,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
8886,1047-48,1,True,False,3.0,3.0,3.0,3.0,3.0,3.0
8887,1047-48,1,False,False,,,,,,
8888,1047-48,1,True,False,3.0,3.0,4.0,3.0,4.0,3.0
8889,1047-48,1,True,False,3.0,3.0,4.0,3.0,3.0,3.0
8890,1047-48,1,True,False,3.0,3.0,3.0,4.0,4.0,4.0
8891,1047-48,1,False,False,,,,,,
8892,1047-48,1,False,False,,,,,,
8893,1047-48,1,True,False,4.0,3.0,3.0,3.0,4.0,3.0
8894,1047-48,1,True,False,4.0,3.0,3.0,3.0,3.0,4.0
8895,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
8896,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,5.0
8897,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
8898,1047-48,1,True,False,3.0,3.0,4.0,4.0,3.0,3.0
8899,1047-48,1,True,False,4.0,3.0,4.0,3.0,4.0,3.0
8900,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
8901,1047-48,1,True,False,3.0,3.0,3.0,3.0,3.0,3.0
8902,1047-48,1,True,False,3.0,3.0,3.0,4.0,4.0,3.0
8903,1047-48,1,True,False,3.0,3.0,4.0,4.0,4.0,4.0
8904,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
8905,1047-48,1,True,False,3.0,3.0,4.0,4.0,3.0,3.0
8906,1047-48,1,True,False,4.0,3.0,3.0,3.0,4.0,4.0
8907,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
8908,1047-48,1,True,False,3.0,3.0,2.0,3.0,3.0,3.0
8909,1047-48,1,True,False,4.0,4.0,4.0,3.0,4.0,4.0
8910,1047-48,1,True,False,4.0,4.0,3.0,3.0,4.0,4.0
8911,1047-48,1,False,False,,,,,,
8912,1047-48,1,True,False,3.0,4.0,3.0,3.0,4.0,3.0
8913,1047-48,1,True,False,3.0,4.0,3.0,2.0,4.0,4.0
8914,1047-48,1,True,False,3.0,3.0,3.0,4.0,3.0,3.0
8915,1047-48,1,True,False,3.0,3.0,3.0,3.0,3.0,4.0
8916,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
8917,1047-48,1,True,False,3.0,3.0,3.0,3.0,3.0,3.0
8918,1047-48,1,True,False,3.0,3.0,3.0,4.0,4.0,3.0
8919,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
8920,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
8921,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
8922,1047-48,1,False,False,,,,,,
8923,1047-48,1,False,False,,,,,,
8924,1047-48,1,True,False,3.0,3.0,3.0,4.0,4.0,3.0
8925,1047-48,1,True,False,3.0,4.0,3.0,2.0,3.0,4.0
8926,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
8927,1047-48,1,True,False,4.0,3.0,4.0,3.0,4.0,4.0
8928,1047-48,1,False,False,,,,,,
8929,1047-48,1,True,False,4.0,3.0,4.0,4.0,4.0,4.0
8930,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
8931,1047-48,1,True,False,3.0,3.0,3.0,4.0,3.0,3.0
8932,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
8933,1047-48,1,False,False,,,,,,
8934,1047-48,1,True,False,3.0,3.0,3.0,4.0,4.0,4.0
8935,1047-48,1,True,False,4.0,3.0,3.0,3.0,3.0,3.0
8936,1047-48,1,False,False,,,,,,
8937,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
8938,1047-48,1,True,False,3.0,3.0,3.0,3.0,3.0,3.0
8939,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
8940,1047-48,1,True,False,3.0,3.0,4.0,4.0,3.0,4.0
8941,1047-48,1,False,False,,,,,,
8942,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
8943,1047-48,1,True,False,3.0,3.0,3.0,3.0,3.0,4.0
8944,1047-48,1,True,False,4.0,3.0,3.0,3.0,3.0,3.0
8945,1047-48,1,True,False,4.0,4.0,4.0,3.0,3.0,4.0
8946,1047-48,1,False,False,,,,,,
8947,1047-48,1,True,False,3.0,3.0,3.0,3.0,3.0,4.0
8948,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
8949,1047-48,1,False,False,,,,,,
8950,1047-48,1,True,False,3.0,4.0,3.0,3.0,4.0,3.0
8951,1047-48,1,True,False,4.0,3.0,4.0,4.0,4.0,3.0
8952,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
8953,1047-48,1,True,False,3.0,3.0,3.0,4.0,4.0,4.0
8954,1047-48,1,True,False,3.0,3.0,3.0,4.0,4.0,4.0
8955,1047-48,1,True,False,3.0,3.0,4.0,3.0,3.0,4.0
8956,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
8957,1047-48,1,True,False,4.0,3.0,3.0,3.0,4.0,4.0
8958,1047-48,1,True,False,3.0,3.0,3.0,4.0,4.0,4.0
8959,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
8960,1047-48,1,True,False,3.0,3.0,4.0,4.0,4.0,4.0
8961,1047-48,1,True,False,3.0,3.0,3.0,4.0,4.0,4.0
8962,1047-48,1,False,False,,,,,,
8963,1047-48,1,True,False,3.0,4.0,3.0,3.0,3.0,3.0
8964,1047-48,1,True,False,3.0,3.0,4.0,3.0,3.0,3.0
8965,1047-48,1,True,False,3.0,3.0,3.0,4.0,3.0,4.0
8966,1047-48,1,True,False,3.0,3.0,3.0,4.0,4.0,3.0
8967,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
8968,1047-48,1,True,False,4.0,4.0,3.0,3.0,4.0,3.0
8969,1047-48,1,True,False,3.0,4.0,3.0,3.0,4.0,3.0
8970,1047-48,1,True,False,3.0,3.0,4.0,3.0,3.0,3.0
8971,1047-48,1,True,False,4.0,4.0,3.0,3.0,4.0,3.0
8972,1047-48,1,True,False,4.0,3.0,3.0,3.0,4.0,4.0
8973,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
8974,1047-48,1,True,False,3.0,3.0,4.0,3.0,3.0,4.0
8975,1047-48,1,True,False,3.0,3.0,3.0,3.0,3.0,4.0
8976,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
8977,1047-48,1,True,False,3.0,3.0,2.0,3.0,4.0,4.0
8978,1047-48,1,False,False,,,,,,
8979,1047-48,1,False,False,,,,,,
8980,1047-48,1,True,False,3.0,3.0,3.0,3.0,3.0,4.0
8981,1047-48,1,True,False,3.0,3.0,4.0,3.0,4.0,3.0
8982,1047-48,1,True,False,4.0,4.0,3.0,3.0,4.0,3.0
8983,1047-48,1,True,False,3.0,3.0,3.0,4.0,3.0,4.0
8984,1047-48,1,True,False,3.0,3.0,4.0,3.0,3.0,4.0
8985,1047-48,1,False,False,,,,,,
8986,1047-48,1,False,False,,,,,,
8987,1047-48,1,True,False,3.0,3.0,3.0,3.0,3.0,3.0
8988,1047-48,1,True,False,3.0,3.0,4.0,3.0,4.0,3.0
8989,1047-48,1,False,False,,,,,,
8990,1047-48,1,True,False,4.0,3.0,3.0,3.0,4.0,3.0
8991,1047-48,1,True,False,3.0,3.0,4.0,3.0,4.0,4.0
8992,1047-48,1,True,False,3.0,3.0,4.0,3.0,4.0,3.0
8993,1047-48,1,True,False,3.0,3.0,3.0,4.0,4.0,4.0
8994,1047-48,1,True,False,4.0,3.0,3.0,3.0,4.0,3.0
8995,1047-48,1,False,False,,,,,,
8996,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
8997,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
8998,1047-48,1,True,False,4.0,4.0,4.0,3.0,4.0,3.0
8999,1047-48,1,True,False,3.0,4.0,3.0,3.0,4.0,3.0
9000,1047-48,1,True,False,4.0,3.0,4.0,3.0,4.0,3.0
9001,1047-48,1,True,False,4.0,3.0,3.0,3.0,4.0,4.0
9002,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
9003,1047-48,1,True,False,3.0,3.0,4.0,3.0,4.0,3.0
9004,1047-48,1,True,False,3.0,3.0,3.0,3.0,3.0,4.0
9005,1047-48,1,True,False,3.0,3.0,4.0,3.0,4.0,4.0
9006,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
9007,1047-48,1,True,False,3.0,4.0,3.0,3.0,4.0,4.0
9008,1047-48,1,True,False,4.0,3.0,3.0,3.0,4.0,3.0
9009,1047-48,1,True,False,4.0,3.0,4.0,3.0,4.0,4.0
9010,1047-48,1,False,False,,,,,,
9011,1047-48,1,True,False,3.0,3.0,3.0,4.0,4.0,3.0
9012,1047-48,1,True,False,4.0,3.0,3.0,4.0,4.0,5.0
9013,1047-48,1,True,False,3.0,3.0,3.0,4.0,4.0,4.0
9014,1047-48,1,True,False,3.0,4.0,4.0,4.0,4.0,4.0
9015,1047-48,1,True,False,3.0,3.0,4.0,4.0,3.0,4.0
9016,1047-48,1,True,False,3.0,3.0,3.0,4.0,4.0,3.0
9017,1047-48,1,True,False,3.0,3.0,3.0,3.0,3.0,4.0
9018,1047-48,1,True,False,3.0,3.0,3.0,3.0,3.0,4.0
9019,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
9020,1047-48,1,True,False,3.0,4.0,3.0,3.0,4.0,3.0
9021,1047-48,1,False,False,,,,,,
9022,1047-48,1,True,False,3.0,3.0,3.0,4.0,3.0,3.0
9023,1047-48,1,True,False,3.0,3.0,3.0,3.0,3.0,3.0
9024,1047-48,1,True,False,3.0,3.0,4.0,3.0,3.0,4.0
9025,1047-48,1,True,False,3.0,4.0,3.0,3.0,4.0,3.0
9026,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
9027,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
9028,1047-48,1,True,False,3.0,4.0,3.0,4.0,4.0,4.0
9029,1047-48,1,True,False,3.0,4.0,3.0,3.0,4.0,3.0
9030,1047-48,1,True,False,4.0,3.0,4.0,3.0,4.0,4.0
9031,1047-48,1,True,False,3.0,3.0,3.0,3.0,3.0,3.0
9032,1047-48,1,True,False,4.0,3.0,3.0,3.0,4.0,4.0
9033,1047-48,1,False,False,,,,,,
9034,1047-48,1,True,False,3.0,4.0,4.0,3.0,4.0,4.0
9035,1047-48,1,True,False,3.0,3.0,3.0,3.0,3.0,4.0
9036,1047-48,1,True,False,3.0,4.0,3.0,3.0,4.0,4.0
9037,1047-48,1,True,False,3.0,3.0,4.0,3.0,4.0,3.0
9038,1047-48,1,True,False,4.0,4.0,3.0,3.0,4.0,3.0
9039,1047-48,1,True,False,4.0,3.0,3.0,3.0,4.0,4.0
9040,1047-48,1,True,False,4.0,3.0,4.0,3.0,4.0,4.0
9041,1047-48,1,False,False,,,,,,
9042,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
9043,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
9044,1047-48,1,True,False,3.0,3.0,3.0,4.0,4.0,4.0
9045,1047-48,1,False,False,,,,,,
9046,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
9047,1047-48,1,True,False,3.0,4.0,3.0,3.0,4.0,3.0
9048,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
9049,1047-48,1,True,False,3.0,3.0,4.0,3.0,3.0,3.0
9050,1047-48,1,True,False,3.0,3.0,4.0,3.0,3.0,4.0
9051,1047-48,1,True,False,3.0,3.0,3.0,3.0,3.0,4.0
9052,1047-48,1,True,False,3.0,3.0,4.0,4.0,4.0,4.0
9053,1047-48,1,True,False,4.0,3.0,3.0,3.0,3.0,3.0
9054,1047-48,1,True,False,3.0,3.0,3.0,4.0,4.0,4.0
9055,1047-48,1,True,False,3.0,3.0,3.0,3.0,3.0,4.0
9056,1047-48,1,True,False,3.0,3.0,4.0,3.0,4.0,3.0
9057,1047-48,1,True,False,3.0,3.0,3.0,4.0,3.0,4.0
9058,1047-48,1,True,False,4.0,3.0,3.0,3.0,3.0,3.0
9059,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
9060,1047-48,1,True,False,3.0,4.0,3.0,3.0,3.0,3.0
9061,1047-48,1,True,False,3.0,3.0,4.0,4.0,4.0,4.0
9062,1047-48,1,True,False,3.0,4.0,3.0,3.0,4.0,4.0
9063,1047-48,1,True,False,3.0,3.0,4.0,3.0,3.0,3.0
9064,1047-48,1,True,False,4.0,3.0,3.0,3.0,4.0,4.0
9065,1047-48,1,True,False,3.0,3.0,3.0,4.0,3.0,4.0
9066,1047-48,1,True,False,4.0,4.0,3.0,3.0,4.0,4.0
9067,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
9068,1047-48,1,True,False,3.0,3.0,3.0,4.0,4.0,3.0
9069,1047-48,1,True,False,3.0,3.0,4.0,3.0,3.0,3.0
9070,1047-48,1,True,False,3.0,3.0,3.0,3.0,3.0,4.0
9071,1047-48,1,True,False,3.0,3.0,4.0,3.0,3.0,3.0
9072,1047-48,1,True,False,3.0,3.0,3.0,4.0,4.0,3.0
9073,1047-48,1,True,False,3.0,3.0,4.0,3.0,4.0,3.0
9074,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
9075,1047-48,1,False,False,,,,,,
9076,1047-48,1,False,False,,,,,,
9077,1047-48,1,True,False,3.0,3.0,4.0,3.0,3.0,3.0
9078,1047-48,1,True,False,3.0,3.0,3.0,3.0,3.0,4.0
9079,1047-48,1,True,False,3.0,4.0,3.0,4.0,4.0,4.0
9080,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
9081,1047-48,1,True,False,4.0,3.0,3.0,3.0,4.0,4.0
9082,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
9083,1047-48,1,True,False,3.0,3.0,4.0,3.0,4.0,4.0
9084,1047-48,1,False,False,,,,,,
9085,1047-48,1,True,False,3.0,4.0,4.0,3.0,4.0,4.0
9086,1047-48,1,True,False,3.0,3.0,4.0,4.0,3.0,3.0
9087,1047-48,1,True,False,3.0,3.0,3.0,4.0,4.0,4.0
9088,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
9089,1047-48,1,False,False,,,,,,
9090,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
9091,1047-48,1,False,False,,,,,,
9092,1047-48,1,False,False,,,,,,
9093,1047-48,1,True,False,3.0,3.0,3.0,3.0,3.0,3.0
9094,1047-48,1,True,False,3.0,4.0,3.0,3.0,4.0,4.0
9095,1047-48,1,False,False,,,,,,
9096,1047-48,1,False,False,,,,,,
9097,1047-48,1,True,False,4.0,3.0,3.0,3.0,4.0,3.0
9098,1047-48,1,True,False,3.0,3.0,4.0,3.0,4.0,4.0
9099,1047-48,1,True,False,3.0,3.0,3.0,4.0,4.0,4.0
9100,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
9101,1047-48,1,False,False,,,,,,
9102,1047-48,1,True,False,3.0,3.0,4.0,3.0,4.0,4.0
9103,1047-48,1,True,False,3.0,3.0,4.0,4.0,3.0,3.0
9104,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
9105,1047-48,1,False,False,,,,,,
9106,1047-48,1,False,False,,,,,,
9107,1047-48,1,True,False,4.0,4.0,3.0,3.0,4.0,3.0
9108,1047-48,1,True,False,3.0,3.0,3.0,3.0,3.0,4.0
9109,1047-48,1,True,False,4.0,4.0,3.0,2.0,4.0,4.0
9110,1047-48,1,True,False,3.0,4.0,3.0,3.0,4.0,3.0
9111,1047-48,1,True,False,4.0,4.0,3.0,4.0,4.0,3.0
9112,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
9113,1047-48,1,True,False,3.0,4.0,3.0,3.0,3.0,3.0
9114,1047-48,1,True,False,3.0,3.0,3.0,3.0,3.0,3.0
9115,1047-48,1,False,False,,,,,,
9116,1047-48,1,True,False,4.0,3.0,3.0,3.0,4.0,3.0
9117,1047-48,1,True,False,3.0,4.0,3.0,3.0,4.0,3.0
9118,1047-48,1,True,False,3.0,3.0,3.0,4.0,4.0,4.0
9119,1047-48,1,True,False,3.0,3.0,4.0,3.0,4.0,4.0
9120,1047-48,1,True,False,3.0,3.0,3.0,4.0,3.0,3.0
9121,1047-48,1,True,False,3.0,3.0,4.0,3.0,3.0,3.0
9122,1047-48,1,True,False,3.0,3.0,3.0,4.0,4.0,4.0
9123,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
9124,1047-48,1,True,False,3.0,3.0,3.0,3.0,3.0,3.0
9125,1047-48,1,True,False,3.0,3.0,3.0,3.0,3.0,3.0
9126,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
9127,1047-48,1,True,False,3.0,3.0,4.0,3.0,4.0,3.0
9128,1047-48,1,False,False,,,,,,
9129,1047-48,1,True,False,3.0,3.0,3.0,4.0,4.0,4.0
9130,1047-48,1,True,False,3.0,3.0,4.0,3.0,4.0,4.0
9131,1047-48,1,True,False,3.0,3.0,3.0,4.0,4.0,4.0
9132,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
9133,1047-48,1,False,False,,,,,,
9134,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
9135,1047-48,1,True,False,3.0,4.0,4.0,3.0,4.0,3.0
9136,1047-48,1,True,False,3.0,3.0,4.0,4.0,3.0,3.0
9137,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
9138,1047-48,1,True,False,3.0,4.0,3.0,3.0,4.0,3.0
9139,1047-48,1,True,False,3.0,4.0,3.0,4.0,4.0,3.0
9140,1047-48,1,True,False,3.0,3.0,4.0,3.0,4.0,3.0
9141,1047-48,1,True,False,3.0,3.0,4.0,3.0,4.0,4.0
9142,1047-48,1,True,False,4.0,3.0,3.0,3.0,4.0,3.0
9143,1047-48,1,False,False,,,,,,
9144,1047-48,1,True,False,3.0,3.0,3.0,3.0,3.0,3.0
9145,1047-48,1,False,False,,,,,,
9146,1047-48,1,True,False,3.0,4.0,3.0,3.0,4.0,4.0
9147,1047-48,1,False,False,,,,,,
9148,1047-48,1,True,False,4.0,4.0,4.0,3.0,4.0,3.0
9149,1047-48,1,True,False,4.0,3.0,3.0,3.0,4.0,3.0
9150,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
9151,1047-48,1,True,False,3.0,3.0,4.0,3.0,3.0,4.0
9152,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
9153,1047-48,1,False,False,,,,,,
9154,1047-48,1,True,False,3.0,3.0,3.0,3.0,3.0,3.0
9155,1047-48,1,False,False,,,,,,
9156,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
9157,1047-48,1,True,False,3.0,4.0,3.0,4.0,4.0,4.0
9158,1047-48,1,True,False,4.0,3.0,3.0,3.0,4.0,4.0
9159,1047-48,1,True,False,3.0,3.0,3.0,3.0,3.0,3.0
9160,1047-48,1,True,False,4.0,3.0,4.0,3.0,4.0,4.0
9161,1047-48,1,True,False,3.0,3.0,4.0,3.0,4.0,3.0
9162,1047-48,1,True,False,3.0,3.0,4.0,4.0,3.0,4.0
9163,1047-48,1,True,False,3.0,3.0,4.0,3.0,3.0,4.0
9164,1047-48,1,True,False,3.0,3.0,4.0,3.0,4.0,3.0
9165,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
9166,1047-48,1,True,False,3.0,4.0,3.0,4.0,4.0,4.0
9167,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
9168,1047-48,1,True,False,3.0,3.0,4.0,4.0,4.0,3.0
9169,1047-48,1,True,False,3.0,3.0,3.0,3.0,3.0,4.0
9170,1047-48,1,True,False,3.0,3.0,4.0,4.0,3.0,3.0
9171,1047-48,1,True,False,3.0,3.0,3.0,4.0,4.0,4.0
9172,1047-48,1,True,False,3.0,3.0,4.0,3.0,3.0,3.0
9173,1047-48,1,True,False,3.0,4.0,3.0,3.0,4.0,3.0
9174,1047-48,1,True,False,3.0,3.0,4.0,3.0,4.0,3.0
9175,1047-48,1,True,False,4.0,3.0,3.0,3.0,4.0,3.0
9176,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,3.0
9177,1047-48,1,True,False,3.0,3.0,4.0,3.0,3.0,4.0
9178,1047-48,1,True,False,4.0,3.0,3.0,3.0,4.0,4.0
9179,1047-48,1,True,False,3.0,4.0,3.0,3.0,4.0,3.0
9180,1047-48,1,True,False,3.0,4.0,4.0,3.0,4.0,4.0
9181,1047-48,1,True,False,4.0,3.0,3.0,4.0,4.0,4.0
9182,1047-48,1,True,False,4.0,3.0,4.0,3.0,3.0,3.0
9183,1047-48,1,True,False,4.0,3.0,3.0,3.0,5.0,3.0
9184,1047-48,1,True,False,3.0,4.0,3.0,3.0,4.0,4.0
9185,1047-48,1,False,False,,,,,,
9186,1047-48,1,True,False,3.0,3.0,4.0,4.0,3.0,4.0
9187,1047-48,1,True,False,3.0,3.0,3.0,3.0,4.0,4.0
9188,1047-48,1,True,False,3.0,3.0,3.0,3.0,3.0,4.0
