student_id,academic_year,module_code,semester,attended_sessions_w01,attended_sessions_w02,attended_sessions_w03,attended_sessions_w04,attended_sessions_w05,attended_sessions_w06,total_sessions_w01,total_sessions_w02,total_sessions_w03,total_sessions_w04,total_sessions_w05,total_sessions_w06,vle_forum_posts_w01,vle_forum_posts_w02,vle_forum_posts_w03,vle_forum_posts_w04,vle_forum_posts_w05,vle_forum_posts_w06,vle_logins_w01,vle_logins_w02,vle_logins_w03,vle_logins_w04,vle_logins_w05,vle_logins_w06,vle_mean_login_hour_w01,vle_mean_login_hour_w02,vle_mean_login_hour_w03,vle_mean_login_hour_w04,vle_mean_login_hour_w05,vle_mean_login_hour_w06,vle_resource_views_w01,vle_resource_views_w02,vle_resource_views_w03,vle_resource_views_w04,vle_resource_views_w05,vle_resource_views_w06,midterm_score,final_score
2608,1049-50,622601,1,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,2.0,2.0,1.0,6.0,6.0,7.0,10.0,8.0,4.0,10.166666666666666,15.05,12.35,15.7,18.116666666666667,17.733333333333334,18.0,18.0,21.0,30.0,24.0,16.0,25.3,76.5
23130,1050-51,442703,2,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,14.166666666666666,16.233333333333334,15.166666666666666,14.433333333333334,14.35,13.983333333333333,2.0,0.0,0.0,2.0,2.0,7.0,69.3,59.5
18916,1049-50,423901,1,2.0,3.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1.0,1.0,0.0,1.0,2.0,8.0,4.0,6.0,8.0,10.0,7.0,21.133333333333333,22.53333333333333,20.15,20.78333333333333,2.0,23.066666666666663,15.0,8.0,11.0,14.0,18.0,19.0,39.0,31.7
2724,1047-48,511404,2,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,14.133333333333333,13.433333333333334,12.883333333333333,15.883333333333333,11.516666666666667,14.4,5.0,0.0,0.0,2.0,0.0,3.0,52.1,63.8
13862,1049-50,523702,1,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,0.0,1.0,11.25,13.866666666666667,10.016666666666667,13.183333333333334,14.483333333333333,14.8,8.0,2.0,2.0,10.0,0.0,3.0,65.3,37.3
34428,1052-53,4361401,1,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,14.383333333333333,12.733333333333333,14.25,17.35,12.266666666666667,16.183333333333334,4.0,7.0,0.0,0.0,0.0,3.0,52.5,76.0
17595,1051-52,622403,2,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,0.0,0.0,1.0,4.0,6.0,6.0,8.0,1.0,4.0,13.433333333333334,15.583333333333334,13.816666666666666,17.3,18.0,15.833333333333334,10.0,14.0,14.0,20.0,2.0,14.0,80.5,40.6
712,1049-50,622201,1,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,0.0,0.0,5.0,6.0,11.0,12.0,10.0,4.0,13.616666666666667,13.383333333333333,13.066666666666666,15.283333333333331,15.783333333333331,14.033333333333331,15.0,17.0,32.0,35.0,28.0,16.0,67.4,73.2
23497,1050-51,423903,2,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,14.366666666666667,16.033333333333335,15.95,12.833333333333334,18.08333333333333,18.05,2.0,2.0,0.0,2.0,2.0,2.0,72.2,67.0
5090,1047-48,4531101,1,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0.0,2.0,1.0,2.0,2.0,4.0,10.0,6.0,8.0,5.0,11.0,13.35,15.183333333333334,12.5,15.583333333333334,16.316666666666666,15.483333333333333,9.0,23.0,13.0,17.0,11.0,31.0,93.3,82.2
23871,1051-52,511401,1,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,3.0,3.0,8.0,8.0,3.0,6.0,9.0,8.0,13.566666666666666,14.616666666666667,13.05,14.616666666666667,12.35,10.933333333333334,18.0,18.0,7.0,13.0,21.0,25.0,68.4,100.0
382,1046-47,422303,2,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,6.0,9.0,7.0,16.0,3.0,15.95,13.433333333333334,13.633333333333333,13.133333333333333,13.333333333333334,12.783333333333331,19.0,11.0,15.0,13.0,35.0,9.0,73.8,38.5
5540,1051-52,623701,2,3.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,15.75,16.566666666666666,16.316666666666666,15.733333333333333,16.466666666666665,17.65,0.0,0.0,0.0,2.0,2.0,4.0,20.5,27.8
24240,1050-51,4241203,2,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,0.0,0.0,0.0,2.0,1.0,6.0,6.0,8.0,6.0,5.0,8.0,12.233333333333333,11.683333333333334,12.75,9.316666666666666,11.95,13.616666666666667,13.0,13.0,18.0,13.0,10.0,22.0,67.8,63.2
16781,1049-50,4351202,1,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,12.0,4.0,10.0,5.0,6.0,7.0,15.9,13.933333333333334,17.116666666666667,12.516666666666667,13.483333333333333,15.083333333333334,21.0,8.0,20.0,9.0,12.0,18.0,80.2,68.2
5510,1047-48,422602,1,2.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,13.433333333333334,17.683333333333334,11.45,19.866666666666667,22.08333333333333,16.383333333333333,3.0,0.0,2.0,3.0,0.0,3.0,38.2,30.7
86,1046-47,434701,1,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,17.383333333333333,11.533333333333331,13.666666666666666,17.916666666666668,17.083333333333332,14.8,2.0,2.0,0.0,0.0,0.0,3.0,56.7,51.2
2702,1047-48,5241203,2,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,9.533333333333331,13.516666666666667,15.016666666666667,15.316666666666666,21.466666666666665,10.683333333333334,0.0,0.0,4.0,2.0,2.0,0.0,67.0,56.2
17152,1049-50,435904,2,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,3.0,0.0,41.0,38.0,39.0,40.0,44.0,51.0,16.283333333333335,18.53333333333333,13.116666666666667,17.2,13.683333333333334,17.733333333333334,89.0,82.0,84.0,90.0,93.0,162.0,33.9,68.1
29698,1051-52,441101,1,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,15.533333333333331,14.933333333333334,14.966666666666669,14.65,13.016666666666667,13.933333333333334,4.0,0.0,0.0,0.0,2.0,2.0,95.4,98.7
8760,1047-48,4241103,2,3.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,1.0,0.0,1.0,10.0,3.0,3.0,3.0,4.0,6.0,18.83333333333333,18.28333333333333,16.016666666666666,18.3,13.866666666666667,13.016666666666667,18.0,6.0,6.0,5.0,8.0,17.0,46.5,59.1
14480,1049-50,5241002,1,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,16.2,16.95,17.4,16.05,17.716666666666665,13.116666666666667,2.0,7.0,2.0,2.0,0.0,0.0,52.3,59.8
13616,1048-49,4531201,1,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,2.0,3.0,1.0,5.0,7.0,4.0,4.0,3.0,3.0,14.516666666666667,12.2,13.55,13.983333333333333,10.983333333333333,11.433333333333334,9.0,13.0,8.0,8.0,6.0,8.0,65.8,52.9
6042,1052-53,622503,2,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0,0.0,1.0,3.0,43.0,46.0,41.0,55.0,32.0,46.0,10.833333333333334,16.5,11.883333333333333,12.25,18.08333333333333,12.95,121.0,121.0,97.0,137.0,80.0,172.0,39.1,55.5
8054,1048-49,5241201,1,4.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,12.583333333333334,13.366666666666667,12.816666666666666,16.3,11.466666666666669,12.116666666666667,0.0,5.0,0.0,0.0,5.0,3.0,42.6,58.8
33887,1052-53,4241203,2,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,12.566666666666666,11.616666666666667,15.283333333333331,14.866666666666667,14.55,10.4,0.0,0.0,0.0,2.0,0.0,3.0,83.9,65.3
11179,1051-52,622301,1,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,3.0,4.0,14.0,3.0,7.0,8.0,7.0,3.0,14.85,16.383333333333333,14.866666666666667,15.733333333333333,17.1,14.35,38.0,7.0,18.0,20.0,18.0,10.0,46.8,34.7
13593,1049-50,511501,1,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,1.0,1.0,49.0,58.0,40.0,52.0,37.0,40.0,15.15,14.8,18.633333333333333,13.216666666666669,14.216666666666669,13.366666666666667,118.0,140.0,96.0,111.0,83.0,125.0,57.3,73.4
26239,1051-52,411103,2,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,12.816666666666666,19.33333333333333,13.95,16.116666666666667,13.166666666666666,13.55,4.0,2.0,4.0,0.0,0.0,3.0,58.2,54.1
8702,1047-48,453902,1,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,0.0,3.0,3.0,2.0,4.0,11.0,4.0,7.0,12.0,12.0,14.433333333333334,13.85,14.066666666666666,13.766666666666667,14.833333333333334,12.116666666666667,8.0,21.0,8.0,14.0,25.0,33.0,62.2,58.6
11908,1048-49,442401,1,4.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,1.0,0.0,2.0,2.0,10.0,5.0,6.0,3.0,5.0,5.0,13.616666666666667,15.766666666666667,16.383333333333333,15.966666666666669,13.35,11.366666666666667,18.0,8.0,10.0,5.0,9.0,12.0,63.8,44.8
9532,1049-50,621102,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,13.316666666666666,12.866666666666667,14.616666666666667,15.733333333333333,13.8,12.4,0.0,0.0,0.0,5.0,0.0,4.0,67.8,61.4
23067,1050-51,4421102,1,4.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,14.466666666666669,17.6,14.25,18.1,18.716666666666665,20.05,2.0,4.0,0.0,4.0,0.0,0.0,40.2,61.7
14250,1048-49,423801,1,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,0.0,1.0,7.0,8.0,5.0,9.0,10.0,9.0,15.983333333333333,17.766666666666666,11.783333333333331,15.316666666666666,17.95,14.666666666666666,14.0,16.0,10.0,17.0,19.0,23.0,53.4,56.0
21215,1051-52,523702,1,3.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0.0,4.0,3.0,2.0,10.0,2.0,10.0,6.0,6.0,7.0,12.416666666666666,14.733333333333333,17.05,15.483333333333333,17.916666666666668,11.116666666666667,24.0,5.0,23.0,14.0,15.0,25.0,48.9,51.4
9218,1049-50,623702,1,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,0.0,1.0,0.0,2.0,0.0,1.0,13.733333333333333,19.816666666666663,17.966666666666665,16.7,12.5,12.316666666666666,0.0,2.0,0.0,6.0,0.0,4.0,56.1,55.4
13604,1050-51,623704,2,2.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,1.0,2.0,3.0,0.0,40.0,47.0,46.0,55.0,64.0,51.0,13.75,13.5,14.383333333333333,15.533333333333331,21.966666666666665,20.666666666666668,98.0,109.0,102.0,115.0,135.0,147.0,47.1,66.8
22144,1050-51,442602,1,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,9.0,13.0,6.0,7.0,7.0,18.85,20.83333333333333,22.03333333333333,17.55,19.53333333333333,21.6,8.0,17.0,26.0,12.0,15.0,19.0,56.7,52.4
6554,1047-48,422201,1,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,1.0,2.0,2.0,0.0,40.0,48.0,45.0,50.0,42.0,44.0,16.55,18.016666666666666,14.566666666666666,18.9,14.933333333333334,13.566666666666666,82.0,113.0,106.0,115.0,93.0,139.0,66.6,70.9
28390,1051-52,442504,2,2.0,3.0,3.0,2.0,2.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,0.0,0.0,3.0,0.0,5.0,6.0,9.0,4.0,7.0,5.0,16.5,16.833333333333332,18.4,13.816666666666666,13.716666666666669,19.98333333333333,10.0,12.0,18.0,8.0,13.0,11.0,46.9,44.5
15847,1052-53,631103,2,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,52.0,46.0,46.0,54.0,42.0,48.0,13.55,15.15,15.9,13.483333333333333,16.333333333333332,12.3,108.0,99.0,101.0,110.0,87.0,146.0,71.7,83.7
29140,1052-53,532201,1,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,5.0,7.0,5.0,6.0,8.0,6.0,14.416666666666666,13.45,13.25,14.366666666666667,12.683333333333334,13.633333333333333,12.0,18.0,13.0,15.0,18.0,20.0,93.4,69.2
26163,1051-52,433303,2,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,0.0,1.0,2.0,0.0,9.0,6.0,7.0,5.0,8.0,17.0,13.833333333333334,16.866666666666667,16.35,16.3,14.8,14.533333333333331,19.0,13.0,14.0,10.0,17.0,50.0,51.4,88.9
22977,1050-51,422503,2,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,3.0,1.0,8.0,7.0,7.0,7.0,5.0,6.0,13.483333333333333,13.55,13.166666666666666,13.433333333333334,13.016666666666667,16.983333333333334,17.0,14.0,14.0,14.0,9.0,16.0,75.7,98.8
423,1046-47,452401,1,1.0,1.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,8.0,11.0,8.0,6.0,7.0,21.78333333333333,15.45,13.2,3.5166666666666666,14.333333333333334,1.0833333333333333,8.0,15.0,21.0,14.0,11.0,18.0,46.2,51.0
12430,1049-50,542503,2,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,2.0,4.0,0.0,0.0,1.0,46.0,43.0,49.0,44.0,43.0,46.0,14.683333333333334,12.633333333333333,15.633333333333333,13.65,15.416666666666666,14.516666666666667,120.0,115.0,131.0,117.0,109.0,157.0,53.7,58.4
2679,1046-47,434701,1,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,44.0,50.0,31.0,40.0,51.0,45.0,15.716666666666669,12.35,16.466666666666665,14.016666666666667,10.95,14.083333333333334,87.0,97.0,57.0,73.0,94.0,113.0,78.7,56.9
18308,1051-52,611401,1,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,0.0,3.0,2.0,0.0,0.0,3.0,0.0,15.7,16.683333333333334,10.466666666666669,14.933333333333334,18.966666666666665,14.033333333333331,8.0,5.0,0.0,0.0,8.0,0.0,59.7,64.0
29526,1052-53,511202,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,0.0,0.0,1.0,8.0,5.0,10.0,4.0,9.0,10.0,14.916666666666666,15.55,13.133333333333333,13.616666666666667,15.083333333333334,14.483333333333333,18.0,13.0,23.0,9.0,21.0,33.0,84.8,93.5
5642,1049-50,611403,2,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,1.0,2.0,1.0,0.0,8.0,6.0,6.0,8.0,6.0,10.0,15.716666666666669,18.03333333333333,14.566666666666666,15.533333333333331,17.333333333333332,15.5,23.0,18.0,18.0,24.0,18.0,39.0,65.3,48.9
7104,1048-49,451301,1,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,11.966666666666669,15.383333333333333,13.05,13.833333333333334,16.25,12.766666666666667,2.0,0.0,0.0,4.0,4.0,0.0,80.1,100.0
18571,1051-52,6241002,2,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,14.25,12.533333333333331,11.95,14.15,15.9,15.016666666666667,0.0,3.0,3.0,0.0,0.0,7.0,78.5,70.6
23280,1051-52,553701,1,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,13.483333333333333,11.183333333333334,12.133333333333333,13.983333333333333,13.083333333333334,13.1,2.0,2.0,0.0,5.0,3.0,3.0,67.0,35.2
17243,1050-51,441102,1,2.0,3.0,3.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,23.98333333333333,19.48333333333333,16.15,19.95,20.316666666666663,14.9,0.0,0.0,2.0,0.0,4.0,3.0,40.5,31.1
18038,1049-50,435903,2,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,11.0,6.0,6.0,11.0,3.0,8.0,15.166666666666666,14.483333333333333,14.566666666666666,15.183333333333334,12.95,15.733333333333333,21.0,14.0,13.0,22.0,6.0,22.0,44.5,77.7
618,1046-47,453901,1,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,13.366666666666667,12.266666666666667,14.3,16.9,14.183333333333334,11.633333333333333,2.0,2.0,2.0,0.0,4.0,6.0,73.8,93.3
21606,1051-52,522301,1,4.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0.0,1.0,3.0,0.0,5.0,1.0,13.0,5.0,8.0,7.0,3.0,15.633333333333333,13.35,18.73333333333333,13.116666666666667,18.58333333333333,10.733333333333333,2.0,29.0,10.0,16.0,14.0,10.0,43.5,49.0
22542,1050-51,442504,2,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,11.333333333333334,11.783333333333331,13.583333333333334,14.5,14.35,14.233333333333333,2.0,0.0,2.0,2.0,0.0,2.0,79.5,64.9
7637,1049-50,622403,2,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,5.0,0.0,0.0,1.0,45.0,53.0,49.0,43.0,39.0,48.0,15.65,18.73333333333333,14.883333333333333,10.783333333333331,14.666666666666666,16.283333333333335,112.0,134.0,124.0,112.0,92.0,165.0,55.6,45.7
2311,1046-47,4351201,1,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,14.833333333333334,12.066666666666666,12.55,14.833333333333334,12.933333333333334,15.383333333333333,0.0,0.0,0.0,2.0,0.0,0.0,100.0,96.7
1051,1050-51,631104,2,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,0.0,2.0,0.0,1.0,12.0,8.0,6.0,5.0,6.0,7.0,14.866666666666667,17.15,17.933333333333334,15.633333333333333,13.066666666666666,16.15,32.0,20.0,14.0,11.0,16.0,22.0,61.3,65.1
5089,1048-49,511403,2,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,50.0,43.0,28.0,56.0,44.0,44.0,15.633333333333333,15.566666666666666,13.283333333333331,14.55,17.516666666666666,14.016666666666667,123.0,107.0,64.0,124.0,94.0,133.0,54.7,70.8
12810,1048-49,442404,2,0.0,1.0,1.0,0.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,1.0,16.066666666666666,17.75,19.116666666666667,3.983333333333333,13.966666666666669,0.7833333333333333,5.0,0.0,4.0,0.0,0.0,3.0,41.8,38.9
5157,1047-48,423702,1,4.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,12.35,17.183333333333334,15.1,12.35,12.366666666666667,14.783333333333331,2.0,0.0,4.0,2.0,0.0,3.0,60.4,53.9
28396,1051-52,411402,1,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,15.4,16.133333333333333,11.15,17.2,13.733333333333333,12.85,0.0,2.0,0.0,0.0,2.0,0.0,79.5,85.7
3534,1048-49,622301,1,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,16.05,15.466666666666669,15.633333333333333,12.316666666666666,17.55,13.85,3.0,3.0,2.0,0.0,0.0,0.0,72.1,72.1
13153,1049-50,542603,2,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,1.0,1.0,1.0,2.0,7.0,9.0,10.0,3.0,6.0,13.0,16.35,10.316666666666666,14.033333333333331,14.8,16.366666666666667,14.783333333333331,15.0,20.0,22.0,7.0,13.0,39.0,55.1,42.1
20240,1050-51,4351201,1,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,12.9,14.483333333333333,19.716666666666665,13.95,17.433333333333334,16.066666666666666,4.0,2.0,0.0,0.0,0.0,5.0,89.8,73.5
25031,1051-52,442504,2,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,0.0,3.0,3.0,1.0,1.0,55.0,38.0,41.0,44.0,47.0,41.0,12.783333333333331,10.65,11.316666666666666,15.233333333333333,12.733333333333333,15.95,103.0,77.0,81.0,84.0,86.0,108.0,71.8,90.1
26965,1051-52,422501,1,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,44.0,34.0,40.0,37.0,31.0,38.0,19.183333333333334,18.55,14.483333333333333,13.066666666666666,7.016666666666667,16.933333333333334,85.0,63.0,81.0,65.0,52.0,111.0,66.9,61.2
18646,1051-52,423903,2,4.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,0.0,0.0,1.0,0.0,39.0,45.0,35.0,36.0,43.0,45.0,19.75,11.8,13.683333333333334,11.733333333333333,13.433333333333334,15.666666666666666,75.0,74.0,61.0,65.0,75.0,116.0,38.4,50.4
25949,1052-53,532201,1,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,9.0,4.0,6.0,6.0,9.0,5.0,15.65,15.466666666666669,14.95,15.95,13.516666666666667,16.266666666666666,22.0,9.0,14.0,15.0,23.0,16.0,66.0,72.8
7831,1047-48,422503,2,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,14.25,13.6,16.75,16.65,16.15,14.316666666666666,2.0,0.0,0.0,0.0,2.0,0.0,55.7,58.6
14710,1048-49,411501,1,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,11.9,14.083333333333334,12.05,13.183333333333334,13.616666666666667,15.033333333333331,0.0,2.0,2.0,0.0,0.0,3.0,64.2,54.0
